status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,age_group,amount_group
کمتر از ۰ مارک,33,وضعیت بحرانی/سایر,لوازم خانگی,4281,A63,۱-۴ سال,1,زن مطلقه/جدا شده/متاهل,A101,4,A123,23,A143,A152,2,کارگر ماهر,1,A191,A201,0,25-18,5000-2000
۰-۲۰۰ مارک,12,وضعیت بحرانی/سایر,خودرو (نو),2366,A63,۴-۷ سال,3,مرد مطلقه/جدا شده,A101,3,A123,36,A143,A152,1,مدیر/خویش فرما,1,A192,A201,1,45-36,5000-2000
کمتر از ۰ مارک,21,وام های موجود پرداخت شده,رادیو/تلویزیون,1835,A61,۱-۴ سال,3,زن مطلقه/جدا شده/متاهل,A101,2,A121,25,A143,A152,2,کارگر ماهر,1,A192,A201,0,25-18,2000-1000
بدون حساب جاری,24,وضعیت بحرانی/سایر,خودرو (کارکرده),3868,A61,بیشتر از ۷ سال,4,زن مطلقه/جدا شده/متاهل,A101,2,A123,41,A143,A151,2,مدیر/خویش فرما,1,A192,A201,1,45-36,5000-2000
بدون حساب جاری,12,وام های موجود پرداخت شده,لوازم خانگی,1768,A61,۱-۴ سال,3,مرد مجرد,A101,2,A121,24,A143,A151,1,کارگر ساده,1,A191,A201,1,25-18,2000-1000
بیشتر از ۲۰۰ مارک,10,وضعیت بحرانی/سایر,خودرو (نو),781,A61,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A124,63,A143,A153,2,کارگر ماهر,1,A192,A201,1,65-56,کمتر از 1000
۰-۲۰۰ مارک,18,وام های موجود پرداخت شده,لوازم خانگی,1924,A65,کمتر از ۱ سال,4,زن مطلقه/جدا شده/متاهل,A101,3,A121,27,A143,A151,1,کارگر ماهر,1,A191,A201,0,35-26,2000-1000
کمتر از ۰ مارک,12,وضعیت بحرانی/سایر,خودرو (نو),2121,A61,۱-۴ سال,4,مرد مجرد,A101,2,A122,30,A143,A152,2,کارگر ماهر,1,A191,A201,1,35-26,5000-2000
کمتر از ۰ مارک,12,وام های موجود پرداخت شده,رادیو/تلویزیون,701,A61,۱-۴ سال,4,مرد متاهل/بیوه,A101,2,A121,40,A143,A152,1,کارگر ساده,1,A191,A201,1,45-36,کمتر از 1000
۰-۲۰۰ مارک,12,وام های موجود پرداخت شده,تعمیرات,639,A61,۱-۴ سال,4,مرد مجرد,A101,2,A123,30,A143,A152,1,کارگر ماهر,1,A191,A201,0,35-26,کمتر از 1000
۰-۲۰۰ مارک,12,وضعیت بحرانی/سایر,خودرو (کارکرده),1860,A61,بیکار,4,مرد مجرد,A101,2,A123,34,A143,A152,2,مدیر/خویش فرما,1,A192,A201,1,35-26,2000-1000
کمتر از ۰ مارک,12,وضعیت بحرانی/سایر,خودرو (نو),3499,A61,۱-۴ سال,3,زن مطلقه/جدا شده/متاهل,A102,2,A121,29,A143,A152,2,کارگر ماهر,1,A191,A201,0,35-26,5000-2000
۰-۲۰۰ مارک,48,وام های موجود پرداخت شده,خودرو (نو),8487,A65,۴-۷ سال,1,زن مطلقه/جدا شده/متاهل,A101,2,A123,24,A143,A152,1,کارگر ماهر,1,A191,A201,1,25-18,10000-5000
کمتر از ۰ مارک,36,تاخیر پرداخت شده,آموزش,6887,A61,۱-۴ سال,4,مرد مجرد,A101,3,A122,29,A142,A152,1,کارگر ماهر,1,A192,A201,0,35-26,10000-5000
بدون حساب جاری,15,وام های موجود پرداخت شده,لوازم خانگی,2708,A61,کمتر از ۱ سال,2,مرد مجرد,A101,3,A122,27,A141,A152,2,کارگر ساده,1,A191,A201,1,35-26,5000-2000
بدون حساب جاری,18,وام های موجود پرداخت شده,لوازم خانگی,1984,A61,۱-۴ سال,4,مرد مجرد,A101,4,A124,47,A141,A153,2,کارگر ماهر,1,A191,A201,1,55-46,2000-1000
بدون حساب جاری,60,وام های موجود پرداخت شده,رادیو/تلویزیون,10144,A62,۴-۷ سال,2,زن مطلقه/جدا شده/متاهل,A101,4,A121,21,A143,A152,1,کارگر ماهر,1,A192,A201,1,25-18,بیشتر از 10000
بدون حساب جاری,12,وضعیت بحرانی/سایر,رادیو/تلویزیون,1240,A65,بیشتر از ۷ سال,4,زن مطلقه/جدا شده/متاهل,A101,2,A121,38,A143,A152,2,کارگر ماهر,1,A192,A201,1,45-36,2000-1000
بدون حساب جاری,27,تاخیر پرداخت شده,خودرو (کارکرده),8613,A64,۱-۴ سال,2,مرد مجرد,A101,2,A123,27,A143,A152,2,کارگر ماهر,1,A191,A201,1,35-26,10000-5000
۰-۲۰۰ مارک,12,وام های موجود پرداخت شده,رادیو/تلویزیون,766,A63,۱-۴ سال,4,مرد مجرد,A101,3,A121,66,A143,A152,1,کارگر ساده,1,A191,A201,0,75+,کمتر از 1000
۰-۲۰۰ مارک,15,وضعیت بحرانی/سایر,رادیو/تلویزیون,2728,A65,۴-۷ سال,4,مرد مجرد,A103,2,A121,35,A141,A152,3,کارگر ماهر,1,A192,A201,1,35-26,5000-2000
بیشتر از ۲۰۰ مارک,12,وام های موجود پرداخت شده,رادیو/تلویزیون,1881,A61,۱-۴ سال,2,زن مطلقه/جدا شده/متاهل,A101,2,A123,44,A143,A151,1,کارگر ساده,1,A192,A201,1,45-36,2000-1000
بیشتر از ۲۰۰ مارک,6,وام های موجود پرداخت شده,خودرو (نو),709,A64,کمتر از ۱ سال,2,مرد متاهل/بیوه,A101,2,A121,27,A143,A152,1,بیکار,1,A191,A202,1,35-26,کمتر از 1000
۰-۲۰۰ مارک,36,وام های موجود پرداخت شده,رادیو/تلویزیون,4795,A61,کمتر از ۱ سال,4,زن مطلقه/جدا شده/متاهل,A101,1,A124,30,A143,A152,1,مدیر/خویش فرما,1,A192,A201,1,35-26,5000-2000
کمتر از ۰ مارک,27,وام های موجود پرداخت شده,رادیو/تلویزیون,3416,A61,۱-۴ سال,3,مرد مجرد,A101,2,A123,27,A143,A152,1,مدیر/خویش فرما,1,A191,A201,1,35-26,5000-2000
کمتر از ۰ مارک,18,وام های موجود پرداخت شده,لوازم خانگی,2462,A61,۱-۴ سال,2,مرد مجرد,A101,2,A123,22,A143,A152,1,کارگر ماهر,1,A191,A201,0,25-18,5000-2000
بدون حساب جاری,21,وضعیت بحرانی/سایر,لوازم خانگی,2288,A61,کمتر از ۱ سال,4,زن مطلقه/جدا شده/متاهل,A101,4,A122,23,A143,A152,1,کارگر ماهر,1,A192,A201,1,25-18,5000-2000
۰-۲۰۰ مارک,48,همه پرداخت شده,کسب و کار,3566,A62,۴-۷ سال,4,مرد مجرد,A101,2,A123,30,A143,A152,1,کارگر ماهر,1,A191,A201,1,35-26,5000-2000
کمتر از ۰ مارک,6,وضعیت بحرانی/سایر,خودرو (نو),860,A61,بیشتر از ۷ سال,1,زن مطلقه/جدا شده/متاهل,A101,4,A124,39,A143,A152,2,کارگر ماهر,1,A192,A201,1,45-36,کمتر از 1000
بدون حساب جاری,12,وضعیت بحرانی/سایر,خودرو (نو),682,A62,۴-۷ سال,4,زن مطلقه/جدا شده/متاهل,A101,3,A123,51,A143,A152,2,کارگر ماهر,1,A192,A201,1,55-46,کمتر از 1000
کمتر از ۰ مارک,36,وضعیت بحرانی/سایر,لوازم خانگی,5371,A61,۱-۴ سال,3,مرد مجرد,A103,2,A122,28,A143,A152,2,کارگر ماهر,1,A191,A201,1,35-26,10000-5000
بدون حساب جاری,18,وضعیت بحرانی/سایر,رادیو/تلویزیون,1582,A64,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A123,46,A143,A152,2,کارگر ماهر,1,A191,A201,1,55-46,2000-1000
بدون حساب جاری,6,وام های موجود پرداخت شده,رادیو/تلویزیون,1346,A62,بیشتر از ۷ سال,2,مرد مجرد,A101,4,A124,42,A141,A153,1,کارگر ماهر,2,A192,A201,1,45-36,2000-1000
بدون حساب جاری,10,وام های موجود پرداخت شده,رادیو/تلویزیون,1924,A61,۱-۴ سال,1,مرد مجرد,A101,4,A122,38,A143,A152,1,کارگر ماهر,1,A192,A202,1,45-36,2000-1000
بیشتر از ۲۰۰ مارک,36,وام های موجود پرداخت شده,رادیو/تلویزیون,5848,A61,۱-۴ سال,4,مرد مجرد,A101,1,A123,24,A143,A152,1,کارگر ماهر,1,A191,A201,1,25-18,10000-5000
۰-۲۰۰ مارک,24,وضعیت بحرانی/سایر,خودرو (کارکرده),7758,A64,بیشتر از ۷ سال,2,زن مطلقه/جدا شده/متاهل,A101,4,A124,29,A143,A151,1,کارگر ماهر,1,A191,A201,1,35-26,10000-5000
۰-۲۰۰ مارک,24,تاخیر پرداخت شده,کسب و کار,6967,A62,۴-۷ سال,4,مرد مجرد,A101,4,A123,36,A143,A151,1,مدیر/خویش فرما,1,A192,A201,1,45-36,10000-5000
کمتر از ۰ مارک,12,وام های موجود پرداخت شده,لوازم خانگی,1282,A61,۱-۴ سال,2,زن مطلقه/جدا شده/متاهل,A101,4,A123,20,A143,A151,1,کارگر ماهر,1,A191,A201,0,25-18,2000-1000
کمتر از ۰ مارک,9,وضعیت بحرانی/سایر,تعمیرات,1288,A62,بیشتر از ۷ سال,3,مرد مجرد,A103,4,A121,48,A143,A152,2,کارگر ماهر,2,A191,A202,1,55-46,2000-1000
کمتر از ۰ مارک,12,همه پرداخت شده,آموزش مجدد,339,A61,بیشتر از ۷ سال,4,مرد متاهل/بیوه,A101,1,A123,45,A141,A152,1,کارگر ساده,1,A191,A201,1,45-36,کمتر از 1000
۰-۲۰۰ مارک,24,وام های موجود پرداخت شده,خودرو (نو),3512,A62,۴-۷ سال,2,مرد مجرد,A101,3,A123,38,A141,A152,2,کارگر ماهر,1,A192,A201,1,45-36,5000-2000
بدون حساب جاری,6,وضعیت بحرانی/سایر,رادیو/تلویزیون,1898,A65,۱-۴ سال,1,مرد مجرد,A101,2,A121,34,A143,A152,2,کارگر ساده,2,A191,A201,1,35-26,2000-1000
بدون حساب جاری,24,وضعیت بحرانی/سایر,رادیو/تلویزیون,2872,A62,بیشتر از ۷ سال,3,مرد مجرد,A101,4,A121,36,A143,A152,1,کارگر ماهر,2,A192,A201,1,45-36,5000-2000
بدون حساب جاری,18,وضعیت بحرانی/سایر,خودرو (نو),1055,A61,کمتر از ۱ سال,4,زن مطلقه/جدا شده/متاهل,A101,1,A122,30,A143,A152,2,کارگر ماهر,1,A191,A201,1,35-26,2000-1000
بدون حساب جاری,15,وام های موجود پرداخت شده,وسایل خانه,1262,A63,۴-۷ سال,4,مرد مجرد,A101,3,A122,36,A143,A152,2,کارگر ماهر,1,A192,A201,1,45-36,2000-1000
۰-۲۰۰ مارک,10,وام های موجود پرداخت شده,خودرو (نو),7308,A61,بیکار,2,مرد مجرد,A101,4,A124,70,A141,A153,1,مدیر/خویش فرما,1,A192,A201,1,75+,10000-5000
بدون حساب جاری,36,وام های موجود پرداخت شده,خودرو (نو),909,A63,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A122,36,A143,A152,1,کارگر ماهر,1,A191,A201,1,45-36,کمتر از 1000
بدون حساب جاری,6,وام های موجود پرداخت شده,لوازم خانگی,2978,A63,۱-۴ سال,1,مرد مجرد,A101,2,A123,32,A143,A152,1,کارگر ماهر,1,A192,A201,1,35-26,5000-2000
کمتر از ۰ مارک,18,وام های موجود پرداخت شده,لوازم خانگی,1131,A61,بیکار,4,زن مطلقه/جدا شده/متاهل,A101,2,A123,33,A143,A152,1,کارگر ماهر,1,A191,A201,0,35-26,2000-1000
۰-۲۰۰ مارک,11,وام های موجود پرداخت شده,لوازم خانگی,1577,A64,کمتر از ۱ سال,4,زن مطلقه/جدا شده/متاهل,A101,1,A121,20,A143,A152,1,کارگر ماهر,1,A191,A201,1,25-18,2000-1000
بدون حساب جاری,24,وام های موجود پرداخت شده,لوازم خانگی,3972,A61,۴-۷ سال,2,زن مطلقه/جدا شده/متاهل,A101,4,A122,25,A143,A151,1,کارگر ماهر,1,A192,A201,1,25-18,5000-2000
۰-۲۰۰ مارک,24,وضعیت بحرانی/سایر,کسب و کار,1935,A61,بیشتر از ۷ سال,4,مرد مطلقه/جدا شده,A101,4,A121,31,A143,A152,2,کارگر ماهر,1,A192,A201,0,35-26,2000-1000
کمتر از ۰ مارک,15,بدون وام/همه پرداخت شده,خودرو (نو),950,A61,بیشتر از ۷ سال,4,مرد مجرد,A101,3,A123,33,A143,A151,2,کارگر ماهر,2,A191,A201,0,35-26,کمتر از 1000
بدون حساب جاری,12,وام های موجود پرداخت شده,لوازم خانگی,763,A61,۱-۴ سال,4,زن مطلقه/جدا شده/متاهل,A101,1,A121,26,A143,A152,1,کارگر ماهر,1,A192,A201,1,35-26,کمتر از 1000
۰-۲۰۰ مارک,24,تاخیر پرداخت شده,لوازم خانگی,2064,A61,بیکار,3,زن مطلقه/جدا شده/متاهل,A101,2,A122,34,A143,A152,1,مدیر/خویش فرما,1,A192,A201,0,35-26,5000-2000
۰-۲۰۰ مارک,8,وام های موجود پرداخت شده,رادیو/تلویزیون,1414,A61,۱-۴ سال,4,مرد مجرد,A103,2,A121,33,A143,A152,1,کارگر ماهر,1,A191,A202,1,35-26,2000-1000
کمتر از ۰ مارک,21,تاخیر پرداخت شده,آموزش,3414,A61,کمتر از ۱ سال,2,مرد مجرد,A101,1,A122,26,A143,A152,2,کارگر ماهر,1,A191,A201,0,35-26,5000-2000
بدون حساب جاری,30,همه پرداخت شده,خودرو (کارکرده),7485,A65,بیکار,4,زن مطلقه/جدا شده/متاهل,A101,1,A121,53,A141,A152,1,مدیر/خویش فرما,1,A192,A201,0,55-46,10000-5000
کمتر از ۰ مارک,12,وام های موجود پرداخت شده,لوازم خانگی,2577,A61,۱-۴ سال,2,مرد مطلقه/جدا شده,A101,1,A123,42,A143,A152,1,کارگر ماهر,1,A191,A201,1,45-36,5000-2000
کمتر از ۰ مارک,6,وضعیت بحرانی/سایر,رادیو/تلویزیون,338,A63,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A123,52,A143,A152,2,کارگر ماهر,1,A191,A201,1,55-46,کمتر از 1000
بدون حساب جاری,12,وام های موجود پرداخت شده,رادیو/تلویزیون,1963,A61,۴-۷ سال,4,مرد مجرد,A101,2,A123,31,A143,A151,2,مدیر/خویش فرما,2,A192,A201,1,35-26,2000-1000
کمتر از ۰ مارک,21,وضعیت بحرانی/سایر,خودرو (نو),571,A61,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A121,65,A143,A152,2,کارگر ماهر,1,A191,A201,1,65-56,کمتر از 1000
بدون حساب جاری,36,تاخیر پرداخت شده,کسب و کار,9572,A61,کمتر از ۱ سال,1,مرد مطلقه/جدا شده,A101,1,A123,28,A143,A152,2,کارگر ماهر,1,A191,A201,0,35-26,10000-5000
۰-۲۰۰ مارک,36,تاخیر پرداخت شده,کسب و کار,4455,A61,۱-۴ سال,2,مرد مطلقه/جدا شده,A101,2,A121,30,A142,A152,2,مدیر/خویش فرما,1,A192,A201,0,35-26,5000-2000
کمتر از ۰ مارک,21,همه پرداخت شده,خودرو (نو),1647,A65,۱-۴ سال,4,مرد مجرد,A101,2,A122,40,A143,A152,2,کارگر ساده,2,A191,A201,0,45-36,2000-1000
بدون حساب جاری,24,وضعیت بحرانی/سایر,لوازم خانگی,3777,A64,۱-۴ سال,4,مرد مجرد,A101,4,A121,50,A143,A152,1,کارگر ماهر,1,A192,A201,1,55-46,5000-2000
۰-۲۰۰ مارک,18,وضعیت بحرانی/سایر,خودرو (نو),884,A61,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A123,36,A141,A152,1,کارگر ماهر,2,A192,A201,0,45-36,کمتر از 1000
بدون حساب جاری,15,وضعیت بحرانی/سایر,رادیو/تلویزیون,1360,A61,۱-۴ سال,4,مرد مجرد,A101,2,A122,31,A143,A152,2,کارگر ماهر,1,A191,A201,1,35-26,2000-1000
۰-۲۰۰ مارک,9,همه پرداخت شده,خودرو (کارکرده),5129,A61,بیشتر از ۷ سال,2,زن مطلقه/جدا شده/متاهل,A101,4,A124,74,A141,A153,1,مدیر/خویش فرما,2,A192,A201,0,75+,10000-5000
۰-۲۰۰ مارک,16,وضعیت بحرانی/سایر,خودرو (نو),1175,A61,بیکار,2,مرد مجرد,A101,3,A123,68,A143,A153,3,بیکار,1,A192,A201,1,75+,2000-1000
کمتر از ۰ مارک,12,وام های موجود پرداخت شده,رادیو/تلویزیون,674,A62,۴-۷ سال,4,مرد متاهل/بیوه,A101,1,A122,20,A143,A152,1,کارگر ماهر,1,A191,A201,0,25-18,کمتر از 1000
۰-۲۰۰ مارک,18,بدون وام/همه پرداخت شده,لوازم خانگی,3244,A61,۱-۴ سال,1,زن مطلقه/جدا شده/متاهل,A101,4,A123,33,A141,A152,2,کارگر ماهر,1,A192,A201,1,35-26,5000-2000
بدون حساب جاری,24,وام های موجود پرداخت شده,کسب و کار,4591,A64,۱-۴ سال,2,مرد مجرد,A101,3,A122,54,A143,A152,3,مدیر/خویش فرما,1,A192,A201,0,55-46,5000-2000
۰-۲۰۰ مارک,48,بدون وام/همه پرداخت شده,کسب و کار,3844,A62,۴-۷ سال,4,مرد مجرد,A101,4,A124,34,A143,A153,1,کارگر ساده,2,A191,A201,0,35-26,5000-2000
۰-۲۰۰ مارک,27,وام های موجود پرداخت شده,کسب و کار,3915,A61,۱-۴ سال,4,مرد مجرد,A101,2,A123,36,A143,A152,1,کارگر ماهر,2,A192,A201,0,45-36,5000-2000
بدون حساب جاری,6,وام های موجود پرداخت شده,رادیو/تلویزیون,2108,A61,۴-۷ سال,2,مرد متاهل/بیوه,A101,2,A121,29,A143,A151,1,کارگر ماهر,1,A191,A201,1,35-26,5000-2000
۰-۲۰۰ مارک,45,وام های موجود پرداخت شده,رادیو/تلویزیون,3031,A62,۱-۴ سال,4,مرد مجرد,A103,4,A122,21,A143,A151,1,کارگر ماهر,1,A191,A201,0,25-18,5000-2000
۰-۲۰۰ مارک,9,وضعیت بحرانی/سایر,آموزش,1501,A61,بیشتر از ۷ سال,2,زن مطلقه/جدا شده/متاهل,A101,3,A123,34,A143,A152,2,مدیر/خویش فرما,1,A192,A201,0,35-26,2000-1000
بدون حساب جاری,6,وضعیت بحرانی/سایر,رادیو/تلویزیون,1382,A61,۱-۴ سال,1,زن مطلقه/جدا شده/متاهل,A101,1,A123,28,A143,A152,2,کارگر ماهر,1,A192,A201,1,35-26,2000-1000
۰-۲۰۰ مارک,12,وام های موجود پرداخت شده,لوازم خانگی,951,A62,کمتر از ۱ سال,4,زن مطلقه/جدا شده/متاهل,A101,4,A123,27,A141,A151,4,کارگر ماهر,1,A191,A201,0,35-26,کمتر از 1000
۰-۲۰۰ مارک,24,وام های موجود پرداخت شده,خودرو (کارکرده),2760,A65,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A124,36,A141,A153,1,کارگر ماهر,1,A192,A201,1,45-36,5000-2000
۰-۲۰۰ مارک,18,تاخیر پرداخت شده,لوازم خانگی,4297,A61,بیشتر از ۷ سال,4,مرد مطلقه/جدا شده,A101,3,A124,40,A143,A152,1,مدیر/خویش فرما,1,A192,A201,0,45-36,5000-2000
بدون حساب جاری,9,وضعیت بحرانی/سایر,آموزش,936,A63,بیشتر از ۷ سال,4,مرد مجرد,A101,2,A123,52,A143,A152,2,کارگر ماهر,1,A192,A201,1,55-46,کمتر از 1000
