status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,age_group
0-200 DM,12,existing paid,car (new),7472,A65,unemployed,1,A92,A101,2,A121,24,A143,A151,1,A171,1,A191,A201,1,18-25
<0 DM,36,existing paid,car (new),9271,A61,4-7 years,2,A93,A101,1,A123,24,A143,A152,1,A173,1,A192,A201,0,18-25
0-200 DM,6,existing paid,radio/TV,590,A61,<1 year,3,A94,A101,3,A121,26,A143,A152,1,A172,1,A191,A202,1,26-35
no account,12,critical/other,radio/TV,930,A65,>=7 years,4,A93,A101,4,A121,65,A143,A152,4,A173,1,A191,A201,1,56-65
0-200 DM,42,all paid,car (used),9283,A61,unemployed,1,A93,A101,2,A124,55,A141,A153,1,A174,1,A192,A201,1,46-55
0-200 DM,15,no credits/all paid,car (new),1778,A61,<1 year,2,A92,A101,1,A121,26,A143,A151,2,A171,1,A191,A201,0,26-35
0-200 DM,8,existing paid,business,907,A61,<1 year,3,A94,A101,2,A121,26,A143,A152,1,A173,1,A192,A201,1,26-35
0-200 DM,6,existing paid,radio/TV,484,A61,4-7 years,3,A94,A103,3,A121,28,A141,A152,1,A172,1,A191,A201,1,26-35
<0 DM,36,critical/other,car (used),9629,A61,4-7 years,4,A93,A101,4,A123,24,A143,A152,2,A173,1,A192,A201,0,18-25
<0 DM,48,existing paid,domestic appliances,3051,A61,1-4 years,3,A93,A101,4,A123,54,A143,A152,1,A173,1,A191,A201,0,46-55
<0 DM,48,existing paid,car (new),3931,A61,4-7 years,4,A93,A101,4,A124,46,A143,A153,1,A173,2,A191,A201,0,46-55
0-200 DM,36,delay paid,car (new),7432,A61,1-4 years,2,A92,A101,2,A122,54,A143,A151,1,A173,1,A191,A201,1,46-55
no account,6,existing paid,domestic appliances,1338,A63,1-4 years,1,A91,A101,4,A121,62,A143,A152,1,A173,1,A191,A201,1,56-65
no account,6,critical/other,radio/TV,1554,A61,4-7 years,1,A92,A101,2,A123,24,A143,A151,2,A173,1,A192,A201,1,18-25
<0 DM,36,existing paid,others,15857,A61,unemployed,2,A91,A102,3,A123,43,A143,A152,1,A174,1,A191,A201,1,36-45
<0 DM,18,existing paid,radio/TV,1345,A61,1-4 years,4,A94,A101,3,A121,26,A141,A152,1,A173,1,A191,A201,0,26-35
no account,12,existing paid,car (new),1101,A61,1-4 years,3,A94,A101,2,A121,27,A143,A152,2,A173,1,A192,A201,1,26-35
>=200 DM,12,existing paid,radio/TV,3016,A61,1-4 years,3,A94,A101,1,A123,24,A143,A152,1,A173,1,A191,A201,1,18-25
<0 DM,36,existing paid,furniture/equipment,2712,A61,>=7 years,2,A93,A101,2,A122,41,A141,A152,1,A173,2,A191,A201,0,36-45
<0 DM,8,critical/other,car (new),731,A61,>=7 years,4,A93,A101,4,A121,47,A143,A152,2,A172,1,A191,A201,1,46-55
no account,18,critical/other,furniture/equipment,3780,A61,<1 year,3,A91,A101,2,A123,35,A143,A152,2,A174,1,A192,A201,1,26-35
<0 DM,21,critical/other,car (new),1602,A61,>=7 years,4,A94,A101,3,A123,30,A143,A152,2,A173,1,A192,A201,1,26-35
<0 DM,18,critical/other,car (new),3966,A61,>=7 years,1,A92,A101,4,A121,33,A141,A151,3,A173,1,A192,A201,0,26-35
no account,18,no credits/all paid,business,4165,A61,1-4 years,2,A93,A101,2,A123,36,A142,A152,2,A173,2,A191,A201,0,36-45
<0 DM,36,existing paid,car (used),8335,A65,>=7 years,3,A93,A101,4,A124,47,A143,A153,1,A173,1,A191,A201,0,46-55
0-200 DM,48,delay paid,business,6681,A65,1-4 years,4,A93,A101,4,A124,38,A143,A153,1,A173,2,A192,A201,1,36-45
no account,24,delay paid,business,2375,A63,1-4 years,4,A93,A101,2,A123,44,A143,A152,2,A173,2,A192,A201,1,36-45
<0 DM,18,existing paid,car (new),1216,A61,<1 year,4,A92,A101,3,A123,23,A143,A151,1,A173,1,A192,A201,0,18-25
<0 DM,45,no credits/all paid,business,11816,A61,>=7 years,2,A93,A101,4,A123,29,A143,A151,2,A173,1,A191,A201,0,26-35
0-200 DM,24,existing paid,radio/TV,5084,A65,>=7 years,2,A92,A101,4,A123,42,A143,A152,1,A173,1,A192,A201,1,36-45
>=200 DM,15,existing paid,radio/TV,2327,A61,<1 year,2,A92,A101,3,A121,25,A143,A152,1,A172,1,A191,A201,0,18-25
<0 DM,12,no credits/all paid,car (new),1082,A61,1-4 years,4,A93,A101,4,A123,48,A141,A152,2,A173,1,A191,A201,0,46-55
no account,12,existing paid,radio/TV,886,A65,1-4 years,4,A92,A101,2,A123,21,A143,A152,1,A173,1,A191,A201,1,18-25
no account,4,existing paid,furniture/equipment,601,A61,<1 year,1,A92,A101,3,A121,23,A143,A151,1,A172,2,A191,A201,1,18-25
<0 DM,24,critical/other,car (used),2957,A61,>=7 years,4,A93,A101,4,A122,63,A143,A152,2,A173,1,A192,A201,1,56-65
no account,24,critical/other,radio/TV,2611,A61,>=7 years,4,A94,A102,3,A121,46,A143,A152,2,A173,1,A191,A201,1,46-55
<0 DM,36,existing paid,furniture/equipment,5179,A61,4-7 years,4,A93,A101,2,A122,29,A143,A152,1,A173,1,A191,A201,0,26-35
no account,21,delay paid,car (used),2993,A61,1-4 years,3,A93,A101,2,A121,28,A142,A152,2,A172,1,A191,A201,1,26-35
no account,18,existing paid,repairs,1943,A61,<1 year,4,A92,A101,4,A121,23,A143,A152,1,A173,1,A191,A201,0,18-25
no account,24,all paid,business,1559,A61,4-7 years,4,A93,A101,4,A123,50,A141,A152,1,A173,1,A192,A201,1,46-55
no account,18,existing paid,furniture/equipment,3422,A61,>=7 years,4,A93,A101,4,A122,47,A141,A152,3,A173,2,A192,A201,1,46-55
0-200 DM,21,existing paid,furniture/equipment,3976,A65,4-7 years,2,A93,A101,3,A123,35,A143,A152,1,A173,1,A192,A201,1,26-35
no account,18,existing paid,car (new),6761,A65,1-4 years,2,A93,A101,4,A123,68,A143,A151,2,A173,1,A191,A201,0,66+
no account,24,existing paid,car (new),1249,A61,<1 year,4,A94,A101,2,A121,28,A143,A152,1,A173,1,A191,A201,1,26-35
<0 DM,9,existing paid,radio/TV,1364,A61,4-7 years,3,A93,A101,4,A121,59,A143,A152,1,A173,1,A191,A201,1,56-65
<0 DM,12,existing paid,radio/TV,709,A61,>=7 years,4,A93,A101,4,A121,57,A142,A152,1,A172,1,A191,A201,0,56-65
<0 DM,20,critical/other,car (new),2235,A61,1-4 years,4,A94,A103,2,A122,33,A141,A151,2,A173,1,A191,A202,0,26-35
no account,24,critical/other,car (used),4042,A65,4-7 years,3,A93,A101,4,A122,43,A143,A152,2,A173,1,A192,A201,1,36-45
no account,15,critical/other,radio/TV,1471,A61,1-4 years,4,A93,A101,4,A124,35,A143,A153,2,A173,1,A192,A201,1,26-35
<0 DM,18,all paid,car (new),1442,A61,4-7 years,4,A93,A101,4,A124,32,A143,A153,2,A172,2,A191,A201,0,26-35
no account,36,delay paid,car (new),10875,A61,>=7 years,2,A93,A101,2,A123,45,A143,A152,2,A173,2,A192,A201,1,36-45
no account,24,existing paid,car (new),1474,A62,<1 year,4,A94,A101,3,A121,33,A143,A152,1,A173,1,A192,A201,1,26-35
no account,10,existing paid,retraining,894,A65,4-7 years,4,A92,A101,3,A122,40,A143,A152,1,A173,1,A192,A201,1,36-45
no account,15,critical/other,furniture/equipment,3343,A61,1-4 years,4,A93,A101,2,A124,28,A143,A153,1,A173,1,A192,A201,1,26-35
<0 DM,15,existing paid,car (new),3959,A61,1-4 years,3,A92,A101,2,A122,29,A143,A152,1,A173,1,A192,A201,0,26-35
no account,9,existing paid,car (new),3577,A62,1-4 years,1,A93,A103,2,A121,26,A143,A151,1,A173,2,A191,A202,1,26-35
no account,24,critical/other,car (used),5804,A64,1-4 years,4,A93,A101,2,A121,27,A143,A152,2,A173,1,A191,A201,1,26-35
no account,18,delay paid,business,2169,A61,1-4 years,4,A94,A101,2,A123,28,A143,A152,1,A173,1,A192,A201,0,26-35
<0 DM,24,existing paid,radio/TV,2439,A61,<1 year,4,A92,A101,4,A121,35,A143,A152,1,A173,1,A192,A201,0,26-35
no account,27,critical/other,furniture/equipment,4526,A64,<1 year,4,A93,A101,2,A121,32,A142,A152,2,A172,2,A192,A201,1,26-35
no account,10,existing paid,furniture/equipment,2210,A61,1-4 years,2,A93,A101,2,A121,25,A141,A151,1,A172,1,A191,A201,0,18-25
no account,15,existing paid,furniture/equipment,2221,A63,1-4 years,2,A92,A101,4,A123,20,A143,A151,1,A173,1,A191,A201,1,18-25
<0 DM,18,existing paid,radio/TV,2389,A61,<1 year,4,A92,A101,1,A123,27,A142,A152,1,A173,1,A191,A201,1,26-35
no account,12,critical/other,furniture/equipment,3331,A61,>=7 years,2,A93,A101,4,A122,42,A142,A152,1,A173,1,A191,A201,1,36-45
no account,36,existing paid,business,7409,A65,>=7 years,3,A93,A101,2,A122,37,A143,A152,2,A173,1,A191,A201,1,36-45
<0 DM,12,existing paid,furniture/equipment,652,A61,>=7 years,4,A92,A101,4,A122,24,A143,A151,1,A173,1,A191,A201,1,18-25
no account,36,delay paid,furniture/equipment,7678,A63,4-7 years,2,A92,A101,4,A123,40,A143,A152,2,A173,1,A192,A201,1,36-45
>=200 DM,6,critical/other,car (new),1343,A61,>=7 years,1,A93,A101,4,A121,46,A143,A152,2,A173,2,A191,A202,1,46-55
<0 DM,24,critical/other,business,1382,A62,4-7 years,4,A93,A101,1,A121,26,A143,A152,2,A173,1,A192,A201,1,26-35
no account,15,existing paid,domestic appliances,874,A65,<1 year,4,A92,A101,1,A121,24,A143,A152,1,A173,1,A191,A201,1,18-25
<0 DM,12,existing paid,furniture/equipment,3590,A61,1-4 years,2,A93,A102,2,A122,29,A143,A152,1,A172,2,A191,A201,1,26-35
0-200 DM,11,critical/other,car (new),1322,A64,1-4 years,4,A92,A101,4,A123,40,A143,A152,2,A173,1,A191,A201,1,36-45
<0 DM,18,all paid,radio/TV,1940,A61,<1 year,3,A93,A102,4,A124,36,A141,A153,1,A174,1,A192,A201,1,36-45
no account,36,existing paid,radio/TV,3595,A61,>=7 years,4,A93,A101,2,A123,28,A143,A152,1,A173,1,A191,A201,1,26-35
<0 DM,9,existing paid,car (new),1422,A61,<1 year,3,A93,A101,2,A124,27,A143,A153,1,A174,1,A192,A201,0,26-35
no account,30,critical/other,radio/TV,6742,A65,4-7 years,2,A93,A101,3,A122,36,A143,A152,2,A173,1,A191,A201,1,36-45
no account,24,existing paid,car (used),7814,A61,4-7 years,3,A93,A101,3,A123,38,A143,A152,1,A174,1,A192,A201,1,36-45
no account,24,existing paid,car (used),9277,A65,1-4 years,2,A91,A101,4,A124,48,A143,A153,1,A173,1,A192,A201,1,46-55
0-200 DM,30,critical/other,car (new),2181,A65,>=7 years,4,A93,A101,4,A121,36,A143,A152,2,A173,1,A191,A201,1,36-45
no account,18,critical/other,radio/TV,1098,A61,unemployed,4,A92,A101,4,A123,65,A143,A152,2,A171,1,A191,A201,1,56-65
0-200 DM,24,existing paid,furniture/equipment,4057,A61,4-7 years,3,A91,A101,3,A123,43,A143,A152,1,A173,1,A192,A201,0,36-45
<0 DM,12,existing paid,education,795,A61,<1 year,4,A92,A101,4,A122,53,A143,A152,1,A173,1,A191,A201,0,46-55
0-200 DM,24,critical/other,business,2825,A65,4-7 years,4,A93,A101,3,A124,34,A143,A152,2,A173,2,A192,A201,1,26-35
0-200 DM,48,existing paid,business,15672,A61,1-4 years,2,A93,A101,2,A123,23,A143,A152,1,A173,1,A192,A201,0,18-25
no account,36,critical/other,car (new),6614,A61,>=7 years,4,A93,A101,4,A123,34,A143,A152,2,A174,1,A192,A201,1,26-35
no account,28,all paid,car (used),7824,A65,<1 year,3,A93,A103,4,A121,40,A141,A151,2,A173,2,A192,A201,1,36-45
<0 DM,27,critical/other,business,2442,A61,>=7 years,4,A93,A101,4,A123,43,A142,A152,4,A174,2,A192,A201,1,36-45
no account,15,critical/other,radio/TV,1829,A61,>=7 years,4,A93,A101,4,A123,46,A143,A152,2,A173,1,A192,A201,1,46-55
<0 DM,12,critical/other,car (new),2171,A61,1-4 years,4,A93,A101,4,A122,38,A141,A152,2,A172,1,A191,A202,1,36-45
0-200 DM,36,critical/other,car (used),5800,A61,1-4 years,3,A93,A101,4,A123,34,A143,A152,2,A173,1,A192,A201,1,26-35
no account,18,critical/other,radio/TV,1169,A65,1-4 years,4,A93,A101,3,A122,29,A143,A152,2,A173,1,A192,A201,1,26-35
no account,36,delay paid,car (used),8947,A65,4-7 years,3,A93,A101,2,A123,31,A142,A152,1,A174,2,A192,A201,1,26-35
<0 DM,21,existing paid,radio/TV,2606,A61,<1 year,4,A92,A101,4,A122,28,A143,A151,1,A174,1,A192,A201,1,26-35
no account,12,critical/other,furniture/equipment,1592,A64,4-7 years,3,A92,A101,2,A122,35,A143,A152,1,A173,1,A191,A202,1,26-35
no account,15,existing paid,furniture/equipment,2186,A65,4-7 years,1,A92,A101,4,A121,33,A141,A151,1,A172,1,A191,A201,1,26-35
<0 DM,18,existing paid,furniture/equipment,4153,A61,1-4 years,2,A93,A102,3,A123,42,A143,A152,1,A173,1,A191,A201,0,36-45
<0 DM,16,critical/other,car (new),2625,A61,>=7 years,2,A93,A103,4,A122,43,A141,A151,1,A173,1,A192,A201,0,36-45
no account,20,critical/other,car (new),3485,A65,<1 year,2,A91,A101,4,A121,44,A143,A152,2,A173,1,A192,A201,1,36-45
no account,36,critical/other,car (used),10477,A65,>=7 years,2,A93,A101,4,A124,42,A143,A153,2,A173,1,A191,A201,1,36-45
no account,15,existing paid,radio/TV,1386,A65,1-4 years,4,A94,A101,2,A121,40,A143,A151,1,A173,1,A192,A201,1,36-45
no account,24,existing paid,radio/TV,1278,A61,>=7 years,4,A93,A101,1,A121,36,A143,A152,1,A174,1,A192,A201,1,36-45
<0 DM,12,existing paid,radio/TV,1107,A61,1-4 years,2,A93,A101,2,A121,20,A143,A151,1,A174,2,A192,A201,1,18-25
<0 DM,21,existing paid,car (new),3763,A65,4-7 years,2,A93,A102,2,A121,24,A143,A152,1,A172,1,A191,A202,1,18-25
0-200 DM,36,existing paid,education,3711,A65,1-4 years,2,A94,A101,2,A123,27,A143,A152,1,A173,1,A191,A201,1,26-35
no account,15,delay paid,car (used),3594,A61,<1 year,1,A92,A101,2,A122,46,A143,A152,2,A172,1,A191,A201,1,46-55
0-200 DM,9,existing paid,car (new),3195,A65,1-4 years,1,A92,A101,2,A121,33,A143,A152,1,A172,1,A191,A201,1,26-35
no account,36,delay paid,radio/TV,4454,A61,1-4 years,4,A92,A101,4,A121,34,A143,A152,2,A173,1,A191,A201,1,26-35
0-200 DM,24,critical/other,furniture/equipment,4736,A61,<1 year,2,A92,A101,4,A123,25,A141,A152,1,A172,1,A191,A201,0,18-25
0-200 DM,30,existing paid,radio/TV,2991,A65,>=7 years,2,A92,A101,4,A123,25,A143,A152,1,A173,1,A191,A201,1,18-25
no account,11,existing paid,business,2142,A64,>=7 years,1,A91,A101,2,A121,28,A143,A152,1,A173,1,A192,A201,1,26-35
<0 DM,24,all paid,business,3161,A61,1-4 years,4,A93,A101,2,A122,31,A143,A151,1,A173,1,A192,A201,0,26-35
0-200 DM,48,no credits/all paid,others,18424,A61,1-4 years,1,A92,A101,2,A122,32,A141,A152,1,A174,1,A192,A202,0,26-35
no account,10,existing paid,car (used),2848,A62,1-4 years,1,A93,A102,2,A121,32,A143,A152,1,A173,2,A191,A201,1,26-35
<0 DM,6,existing paid,car (new),14896,A61,>=7 years,1,A93,A101,4,A124,68,A141,A152,1,A174,1,A192,A201,0,66+
<0 DM,24,existing paid,furniture/equipment,2359,A62,unemployed,1,A91,A101,1,A122,33,A143,A152,1,A173,1,A191,A201,0,26-35
<0 DM,24,existing paid,furniture/equipment,3345,A61,>=7 years,4,A93,A101,2,A122,39,A143,A151,1,A174,1,A192,A201,0,36-45
no account,18,critical/other,furniture/equipment,1817,A61,1-4 years,4,A92,A101,2,A124,28,A143,A152,2,A173,1,A191,A201,1,26-35
no account,48,delay paid,radio/TV,12749,A63,4-7 years,4,A93,A101,1,A123,37,A143,A152,1,A174,1,A192,A201,1,36-45
<0 DM,9,existing paid,radio/TV,1366,A61,<1 year,3,A92,A101,4,A122,22,A143,A151,1,A173,1,A191,A201,0,18-25
0-200 DM,12,existing paid,car (new),2002,A61,4-7 years,3,A93,A101,4,A122,30,A143,A151,1,A173,2,A192,A201,1,26-35
<0 DM,24,all paid,furniture/equipment,6872,A61,<1 year,2,A91,A101,1,A122,55,A141,A152,1,A173,1,A192,A201,0,46-55
<0 DM,12,all paid,car (new),697,A61,<1 year,4,A93,A101,2,A123,46,A141,A152,2,A173,1,A192,A201,0,46-55
<0 DM,18,critical/other,furniture/equipment,1049,A61,<1 year,4,A92,A101,4,A122,21,A143,A151,1,A173,1,A191,A201,1,18-25
<0 DM,48,existing paid,car (used),10297,A61,4-7 years,4,A93,A101,4,A124,39,A142,A153,3,A173,2,A192,A201,0,36-45
no account,30,existing paid,radio/TV,1867,A65,>=7 years,4,A93,A101,4,A123,58,A143,A152,1,A173,1,A192,A201,1,56-65
<0 DM,12,delay paid,car (new),1344,A61,1-4 years,4,A93,A101,2,A121,43,A143,A152,2,A172,2,A191,A201,1,36-45
<0 DM,24,existing paid,furniture/equipment,1747,A61,<1 year,4,A93,A102,1,A122,24,A143,A152,1,A172,1,A191,A202,1,18-25
0-200 DM,9,existing paid,radio/TV,1670,A61,<1 year,4,A92,A101,2,A123,22,A143,A152,1,A173,1,A192,A201,0,18-25
no account,9,critical/other,car (new),1224,A61,1-4 years,3,A93,A101,1,A121,30,A143,A152,2,A173,1,A191,A201,1,26-35
no account,12,critical/other,radio/TV,522,A63,>=7 years,4,A93,A101,4,A122,42,A143,A152,2,A173,2,A192,A201,1,36-45
<0 DM,12,existing paid,radio/TV,1498,A61,1-4 years,4,A92,A101,1,A123,23,A141,A152,1,A173,1,A191,A201,1,18-25
0-200 DM,30,delay paid,radio/TV,1919,A62,<1 year,4,A93,A101,3,A124,30,A142,A152,2,A174,1,A191,A201,0,26-35
>=200 DM,9,existing paid,radio/TV,745,A61,1-4 years,3,A92,A101,2,A121,28,A143,A152,1,A172,1,A191,A201,0,26-35
0-200 DM,6,existing paid,radio/TV,2063,A61,<1 year,4,A94,A101,3,A123,30,A143,A151,1,A174,1,A192,A201,1,26-35
0-200 DM,60,existing paid,education,6288,A61,1-4 years,4,A93,A101,4,A124,42,A143,A153,1,A173,1,A191,A201,0,36-45
no account,24,critical/other,car (used),6842,A65,1-4 years,2,A93,A101,4,A122,46,A143,A152,2,A174,2,A192,A201,1,46-55
no account,12,existing paid,car (new),3527,A65,<1 year,2,A93,A101,3,A122,45,A143,A152,1,A174,2,A192,A201,1,36-45
no account,10,existing paid,car (new),1546,A61,1-4 years,3,A93,A101,2,A121,31,A143,A152,1,A172,2,A191,A202,1,26-35
no account,24,existing paid,furniture/equipment,929,A65,4-7 years,4,A93,A101,2,A123,31,A142,A152,1,A173,1,A192,A201,1,26-35
no account,4,critical/other,car (new),1455,A61,4-7 years,2,A93,A101,1,A121,42,A143,A152,3,A172,2,A191,A201,1,36-45
<0 DM,15,existing paid,furniture/equipment,1845,A61,<1 year,4,A92,A103,1,A122,46,A143,A151,1,A173,1,A191,A201,1,46-55
0-200 DM,48,no credits/all paid,car (new),8358,A63,<1 year,1,A92,A101,1,A123,30,A143,A152,2,A173,1,A191,A201,1,26-35
<0 DM,24,all paid,furniture/equipment,3349,A63,<1 year,4,A93,A101,4,A124,30,A143,A153,1,A173,2,A192,A201,0,26-35
no account,12,existing paid,car (new),2859,A65,unemployed,4,A93,A101,4,A124,38,A143,A152,1,A174,1,A192,A201,1,36-45
no account,18,existing paid,furniture/equipment,1533,A61,<1 year,4,A94,A102,1,A122,43,A143,A152,1,A172,2,A191,A201,0,36-45
no account,24,existing paid,radio/TV,3621,A62,>=7 years,2,A93,A101,4,A123,31,A143,A152,2,A173,1,A191,A201,0,26-35
0-200 DM,18,critical/other,business,3590,A61,unemployed,3,A94,A101,3,A123,40,A143,A152,3,A171,2,A192,A201,1,36-45
<0 DM,36,delay paid,business,2145,A61,4-7 years,2,A93,A101,1,A123,24,A143,A152,2,A173,1,A192,A201,0,18-25
0-200 DM,24,existing paid,car (used),4113,A63,<1 year,3,A92,A101,4,A123,28,A143,A151,1,A173,1,A191,A201,0,26-35
no account,36,existing paid,furniture/equipment,10974,A61,unemployed,4,A92,A101,2,A123,26,A143,A152,2,A174,1,A192,A201,0,26-35
<0 DM,12,existing paid,car (new),1893,A61,1-4 years,4,A92,A103,4,A122,29,A143,A152,1,A173,1,A192,A201,1,26-35
<0 DM,24,critical/other,radio/TV,1231,A64,>=7 years,4,A92,A101,4,A122,57,A143,A151,2,A174,1,A192,A201,1,56-65
>=200 DM,30,critical/other,radio/TV,3656,A65,>=7 years,4,A93,A101,4,A122,49,A142,A152,2,A172,1,A191,A201,1,46-55
0-200 DM,9,critical/other,radio/TV,1154,A61,>=7 years,2,A93,A101,4,A121,37,A143,A152,3,A172,1,A191,A201,1,36-45
<0 DM,28,existing paid,car (new),4006,A61,1-4 years,3,A93,A101,2,A123,45,A143,A152,1,A172,1,A191,A201,0,36-45
0-200 DM,24,existing paid,furniture/equipment,3069,A62,>=7 years,4,A93,A101,4,A124,30,A143,A153,1,A173,1,A191,A201,1,26-35
no account,6,critical/other,radio/TV,1740,A61,>=7 years,2,A94,A101,2,A121,30,A143,A151,2,A173,1,A191,A201,1,26-35
0-200 DM,21,delay paid,car (new),2353,A61,1-4 years,1,A91,A101,4,A122,47,A143,A152,2,A173,1,A191,A201,1,46-55
no account,15,existing paid,car (new),3556,A65,1-4 years,3,A93,A101,2,A124,29,A143,A152,1,A173,1,A191,A201,1,26-35
no account,24,existing paid,radio/TV,2397,A63,>=7 years,3,A93,A101,2,A123,35,A141,A152,2,A173,1,A192,A201,0,26-35
0-200 DM,6,existing paid,repairs,454,A61,<1 year,3,A94,A101,1,A122,22,A143,A152,1,A172,1,A191,A201,1,18-25
0-200 DM,30,existing paid,radio/TV,1715,A65,1-4 years,4,A92,A101,1,A123,26,A143,A152,1,A173,1,A191,A201,1,26-35
0-200 DM,27,critical/other,radio/TV,2520,A63,1-4 years,4,A93,A101,2,A122,23,A143,A152,2,A172,1,A191,A201,0,18-25
no account,15,existing paid,radio/TV,3568,A61,>=7 years,4,A92,A101,2,A123,54,A141,A151,1,A174,1,A192,A201,1,46-55
no account,42,existing paid,radio/TV,7166,A65,4-7 years,2,A94,A101,4,A122,29,A143,A151,1,A173,1,A192,A201,1,26-35
<0 DM,11,critical/other,car (new),3939,A61,1-4 years,1,A93,A101,2,A121,40,A143,A152,2,A172,2,A191,A201,1,36-45
0-200 DM,15,existing paid,repairs,1514,A62,1-4 years,4,A93,A103,2,A121,22,A143,A152,1,A173,1,A191,A201,1,18-25
no account,24,existing paid,car (new),7393,A61,1-4 years,1,A93,A101,4,A122,43,A143,A152,1,A172,2,A191,A201,1,36-45
<0 DM,24,all paid,car (new),1193,A61,unemployed,1,A92,A102,4,A124,29,A143,A151,2,A171,1,A191,A201,0,26-35
<0 DM,60,existing paid,business,7297,A61,>=7 years,4,A93,A102,4,A124,36,A143,A151,1,A173,1,A191,A201,0,36-45
no account,30,critical/other,radio/TV,2831,A61,1-4 years,4,A92,A101,2,A123,33,A143,A152,1,A173,1,A192,A201,1,26-35
>=200 DM,24,existing paid,radio/TV,1258,A63,1-4 years,3,A92,A101,3,A123,57,A143,A152,1,A172,1,A191,A201,1,56-65
0-200 DM,6,existing paid,radio/TV,753,A61,1-4 years,2,A92,A103,3,A121,64,A143,A152,1,A173,1,A191,A201,1,56-65
0-200 DM,18,delay paid,business,2427,A65,>=7 years,4,A93,A101,2,A122,42,A143,A152,2,A173,1,A191,A201,1,36-45
no account,24,delay paid,car (new),2538,A61,>=7 years,4,A93,A101,4,A123,47,A143,A152,2,A172,2,A191,A201,0,46-55
0-200 DM,15,all paid,car (new),1264,A62,1-4 years,2,A94,A101,2,A122,25,A143,A151,1,A173,1,A191,A201,0,18-25
0-200 DM,30,critical/other,furniture/equipment,8386,A61,4-7 years,2,A93,A101,2,A122,49,A143,A152,1,A173,1,A191,A201,0,46-55
no account,48,existing paid,business,4844,A61,unemployed,3,A93,A101,2,A123,33,A141,A151,1,A174,1,A192,A201,0,26-35
>=200 DM,21,existing paid,car (new),2923,A62,1-4 years,1,A92,A101,1,A123,28,A141,A152,1,A174,1,A192,A201,1,26-35
<0 DM,36,existing paid,car (used),8229,A61,1-4 years,2,A93,A101,2,A122,26,A143,A152,1,A173,2,A191,A201,0,26-35
no account,24,critical/other,furniture/equipment,2028,A61,4-7 years,2,A93,A101,2,A122,30,A143,A152,2,A172,1,A191,A201,1,26-35
<0 DM,15,critical/other,furniture/equipment,1433,A61,1-4 years,4,A92,A101,3,A122,25,A143,A151,2,A173,1,A191,A201,1,18-25
>=200 DM,42,no credits/all paid,business,6289,A61,<1 year,2,A91,A101,1,A122,33,A143,A152,2,A173,1,A191,A201,1,26-35
no account,13,existing paid,radio/TV,1409,A62,unemployed,2,A92,A101,4,A121,64,A143,A152,1,A173,1,A191,A201,1,56-65
<0 DM,24,existing paid,car (used),6579,A61,unemployed,4,A93,A101,2,A124,29,A143,A153,1,A174,1,A192,A201,1,26-35
0-200 DM,24,critical/other,radio/TV,1743,A61,>=7 years,4,A93,A101,2,A122,48,A143,A152,2,A172,1,A191,A201,1,46-55
no account,12,critical/other,education,3565,A65,<1 year,2,A93,A101,1,A122,37,A143,A152,2,A172,2,A191,A201,1,36-45
no account,15,all paid,radio/TV,1569,A62,>=7 years,4,A93,A101,4,A123,34,A141,A152,1,A172,2,A191,A201,1,26-35
<0 DM,18,existing paid,radio/TV,1936,A65,4-7 years,2,A94,A101,4,A123,23,A143,A151,2,A172,1,A191,A201,1,18-25
<0 DM,36,existing paid,furniture/equipment,3959,A61,unemployed,4,A93,A101,3,A122,30,A143,A152,1,A174,1,A192,A201,1,26-35
no account,12,existing paid,car (new),2390,A65,>=7 years,4,A93,A101,3,A123,50,A143,A152,1,A173,1,A192,A201,1,46-55
no account,12,existing paid,furniture/equipment,1736,A61,4-7 years,3,A92,A101,4,A121,31,A143,A152,1,A172,1,A191,A201,1,26-35
<0 DM,30,existing paid,car (used),3857,A61,1-4 years,4,A91,A101,4,A122,40,A143,A152,1,A174,1,A192,A201,1,36-45
no account,12,existing paid,radio/TV,804,A61,>=7 years,4,A93,A101,4,A123,38,A143,A152,1,A173,1,A191,A201,1,36-45
<0 DM,45,existing paid,radio/TV,1845,A61,1-4 years,4,A93,A101,4,A124,23,A143,A153,1,A173,1,A192,A201,0,18-25
0-200 DM,45,critical/other,car (used),4576,A62,unemployed,3,A93,A101,4,A123,27,A143,A152,1,A173,1,A191,A201,1,26-35
